qv,nu,RL,RLerr,qvcenter
0.3,0.01334763,0.02876,0.0008900000000000002,0.3
0.3,0.01826885166666667,0.01999,0.0008300000000000009,0.3
0.3,0.02336937,0.021185000000000002,0.0007650000000000001,0.3
0.3,0.02886151,0.024805,0.0008349999999999989,0.3
0.3,0.03337223666666667,0.024599999999999997,0.0008999999999999998,0.3
0.3,0.03792542833333333,0.02583,0.000870000000000001,0.3
0.3,0.04311559500000001,0.02582,0.0008500000000000001,0.3
0.3,0.04854167833333334,0.026215000000000002,0.0007650000000000001,0.3
0.3,0.05271740333333334,0.02676,0.0008000000000000004,0.3
0.3,0.058077430000000006,0.026985000000000002,0.0007149999999999986,0.3
0.3,0.06319682166666668,0.02665,0.0011199999999999995,0.3
0.3,0.06826903000000001,0.025855000000000003,0.001105,0.3
0.3,0.07307701166666668,0.02427,0.00119,0.3
0.3,0.07839929166666668,0.022745,0.0012949999999999993,0.3
0.3,0.083344105,0.021585,0.0012250000000000004,0.3
0.3,0.08796335333333334,0.019545,0.0012250000000000004,0.3
0.3,0.09276661666666668,0.017895,0.0011750000000000007,0.3
0.3,0.09836256000000002,0.01632,0.0011599999999999996,0.3
0.3,0.10298652666666666,0.015075,0.0007650000000000001,0.3
0.3,0.10810120000000001,0.01353,0.0008199999999999995,0.3
0.3,0.11306488666666667,0.01273,0.0011400000000000004,0.3
0.3,0.11810406666666669,0.011115,0.0012250000000000004,0.3
0.3,0.12340747333333334,0.009895000000000001,0.0012649999999999996,0.3
0.3,0.12812580666666668,0.00925,0.00119,0.3
0.3,0.13337259333333334,0.00803,0.0011900000000000005,0.3
0.3,0.13818529333333335,0.007044999999999999,0.001225,0.3
0.3,0.14303574000000002,0.00587,0.00114,0.3
0.3,0.1484382316666667,0.00547,0.0012100000000000001,0.3
0.3,0.1532509316666667,0.004705,0.0011949999999999999,0.3
0.3,0.1581485616666667,0.003925,0.001565,0.3
0.3,0.16343309500000003,0.00386,0.0015,0.3
0.3,0.16789192000000003,0.004625000000000001,0.001925,0.3
0.3,0.17267159166666668,0.00683,0.0019399999999999999,0.3
0.3,0.17807880166666668,0.00566,0.0020299999999999997,0.3
